cve_id,published,year,severity,score,keyword_hits,macro_area,subcategory,description,cpe_matches,relevance_reason
CVE-2020-6444,2020-04-13T18:15:12.500,2020,MEDIUM,6.3,WebRTC,Client / Browser,Client/browser weakness,Uninitialized use in WebRTC in Google Chrome prior to 81.0.4044.92 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:30:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:31:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*; cpe:2.3:a:opensuse:backports_sle:15.0:sp1:*:*:*:*:*:*; cpe:2.3:o:opensuse:leap:15.1:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-6467,2020-05-21T04:15:11.740,2020,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 83.0.4103.61 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:a:opensuse:backports_sle:15.0:sp1:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:31:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*; cpe:2.3:o:opensuse:leap:15.1:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-6514,2020-07-22T17:15:13.447,2020,MEDIUM,6.5,WebRTC,Client / Browser,Client/browser weakness,Inappropriate implementation in WebRTC in Google Chrome prior to 84.0.4147.89 allowed an attacker in a privileged network position to potentially exploit heap corruption via a crafted SCTP stream.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:a:opensuse:backports_sle:15.0:sp1:*:*:*:*:*:*; cpe:2.3:a:opensuse:backports_sle:15.0:sp2:*:*:*:*:*:*; cpe:2.3:o:opensuse:leap:15.1:*:*:*:*:*:*:*; cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:31:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*; cpe:2.3:o:canonical:ubuntu_linux:16.04:*:*:*:lts:*:*:*; cpe:2.3:o:canonical:ubuntu_linux:18.04:*:*:*:lts:*:*:*; cpe:2.3:o:canonical:ubuntu_linux:20.04:*:*:*:lts:*:*:*; cpe:2.3:a:apple:safari:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:ipados:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:tvos:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-6534,2020-07-22T17:15:14.617,2020,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Heap buffer overflow in WebRTC in Google Chrome prior to 84.0.4147.89 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:a:opensuse:backports_sle:15.0:sp1:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:31:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*; cpe:2.3:o:opensuse:leap:15.1:*:*:*:*:*:*:*; cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-6570,2020-09-21T20:15:15.430,2020,MEDIUM,4.3,WebRTC,Client / Browser,Client/browser weakness,Information leakage in WebRTC in Google Chrome prior to 85.0.4183.83 allowed a remote attacker to obtain potentially sensitive information via a crafted WebRTC interaction.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:a:opensuse:backports_sle:15.0:sp1:*:*:*:*:*:*; cpe:2.3:a:opensuse:backports_sle:15.0:sp2:*:*:*:*:*:*; cpe:2.3:o:opensuse:leap:15.1:*:*:*:*:*:*:*; cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2020-6831,2020-05-26T18:15:11.513,2020,CRITICAL,9.8,WebRTC,Client / Browser,Client/browser weakness,"A buffer overflow could occur when parsing and validating SCTP chunks in WebRTC. This could have led to memory corruption and a potentially exploitable crash. This vulnerability affects Firefox ESR < 68.8, Firefox < 76, and Thunderbird < 68.8.0.",cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*; cpe:2.3:a:mozilla:firefox_esr:*:*:*:*:*:*:*:*; cpe:2.3:a:mozilla:thunderbird:*:*:*:*:*:*:*:*; cpe:2.3:o:canonical:ubuntu_linux:16.04:*:*:*:lts:*:*:*; cpe:2.3:o:canonical:ubuntu_linux:18.04:*:*:*:lts:*:*:*; cpe:2.3:o:canonical:ubuntu_linux:19.10:*:*:*:*:*:*:*; cpe:2.3:o:canonical:ubuntu_linux:20.04:*:*:*:lts:*:*:*; cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*; cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2021-21162,2021-03-09T18:15:15.987,2021,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 89.0.4389.72 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:34:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2021-21191,2021-03-16T15:15:12.953,2021,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 89.0.4389.90 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2021-23982,2021-03-31T14:15:19.000,2021,MEDIUM,6.5,WebRTC,Client / Browser,Client/browser weakness,"Using techniques that built on the slipstream research, a malicious webpage could have scanned both an internal network's hosts as well as services running on the user's local machine utilizing WebRTC connections. This vulnerability affects Firefox ESR < 78.9, Firefox < 87, and Thunderbird < 78.9.",cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*; cpe:2.3:a:mozilla:firefox_esr:*:*:*:*:*:*:*:*; cpe:2.3:a:mozilla:thunderbird:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2021-30523,2021-06-07T20:15:08.420,2021,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 91.0.4472.77 allowed a remote attacker to potentially exploit heap corruption via a crafted SCTP packet.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:34:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2021-30602,2021-08-26T18:15:08.480,2021,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 92.0.4515.159 allowed an attacker who convinced a user to visit a malicious website to potentially exploit heap corruption via a crafted HTML page.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:34:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:35:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2021-30611,2021-09-03T20:15:07.423,2021,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Chromium: CVE-2021-30611 Use after free in WebRTC,cpe:2.3:o:fedoraproject:fedora:35:*:*:*:*:*:*:*; cpe:2.3:a:microsoft:edge:*:*:*:*:*:*:*:*; cpe:2.3:a:microsoft:edge_chromium:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2021-30612,2021-09-03T20:15:07.513,2021,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Chromium: CVE-2021-30612 Use after free in WebRTC,cpe:2.3:o:fedoraproject:fedora:35:*:*:*:*:*:*:*; cpe:2.3:a:microsoft:edge:*:*:*:*:*:*:*:*; cpe:2.3:a:microsoft:edge_chromium:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2021-37979,2021-11-02T21:15:07.820,2021,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,heap buffer overflow in WebRTC in Google Chrome prior to 94.0.4606.81 allowed a remote attacker who convinced a user to browse to a malicious website to potentially exploit heap corruption via a crafted HTML page.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2021-4079,2021-12-23T01:15:09.377,2021,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Out of bounds write in WebRTC in Google Chrome prior to 96.0.4664.93 allowed a remote attacker to potentially exploit heap corruption via crafted WebRTC packets.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2022-1133,2022-07-23T00:15:08.747,2022,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC Perf in Google Chrome prior to 100.0.4896.60 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2022-2294,2022-07-28T02:15:07.797,2022,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Heap buffer overflow in WebRTC in Google Chrome prior to 103.0.5060.114 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:a:fedoraproject:extra_packages_for_enterprise_linux:8.0:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:35:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:36:*:*:*:*:*:*:*; cpe:2.3:a:webkitgtk:webkitgtk:*:*:*:*:*:*:*:*; cpe:2.3:a:wpewebkit:wpe_webkit:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:ipados:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:-:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2020:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2020-001:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2020-005:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2020-007:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2021-001:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2021-002:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2021-003:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2021-004:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2021-005:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2021-006:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2021-007:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2021-008:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2022-001:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2022-002:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2022-003:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:10.15.7:security_update_2022-004:*:*:*:*:*:*; cpe:2.3:o:apple:macos:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:macos:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:tvos:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*; cpe:2.3:a:webrtc_project:webrtc:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2022-4924,2023-07-29T00:15:11.787,2023,CRITICAL,9.6,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 97.0.4692.71 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-0472,2023-01-30T09:15:08.850,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 109.0.5414.119 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-0698,2023-02-07T21:15:09.417,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Out of bounds read in WebRTC in Google Chrome prior to 110.0.5481.77 allowed a remote attacker to perform an out of bounds memory read via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-0932,2023-02-22T20:15:12.280,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome on Windows prior to 110.0.5481.177 allowed a remote attacker who convinced the user to engage in specific UI interactions to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-1218,2023-03-07T22:15:09.573,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 111.0.5563.64 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-3215,2023-06-13T18:15:22.223,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 114.0.5735.133 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:12.0:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:38:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-37201,2023-07-05T09:15:09.510,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,"An attacker could have triggered a use-after-free condition when creating a WebRTC connection over HTTPS. This vulnerability affects Firefox < 115, Firefox ESR < 102.13, and Thunderbird < 102.13.",cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*; cpe:2.3:a:mozilla:firefox_esr:*:*:*:*:*:*:*:*; cpe:2.3:a:mozilla:thunderbird:*:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:12.0:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-3727,2023-08-01T23:15:31.320,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 115.0.5790.98 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-3728,2023-08-01T23:15:31.490,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 115.0.5790.98 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-4076,2023-08-03T01:15:12.037,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 115.0.5790.170 allowed a remote attacker to potentially exploit heap corruption via a crafted WebRTC session. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-6705,2023-12-14T22:15:44.533,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 120.0.6099.109 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-7010,2024-07-16T23:15:11.140,2024,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 117.0.5938.62 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2023-7024,2023-12-21T23:15:11.213,2023,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Heap buffer overflow in WebRTC in Google Chrome prior to 120.0.6099.129 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*; cpe:2.3:o:debian:debian_linux:12.0:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:38:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:39:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2024-10488,2024-10-29T22:15:03.523,2024,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 130.0.6723.92 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2024-3170,2024-07-16T23:15:23.837,2024,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 121.0.6167.85 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2024-4764,2024-05-14T18:15:12.820,2024,CRITICAL,9.8,WebRTC,Client / Browser,Client/browser weakness,Multiple WebRTC threads could have claimed a newly connected audio input leading to use-after-free. This vulnerability affects Firefox < 126.,cpe:2.3:a:mozilla:firefox:*:*:*:*:-:*:*:*,rtc-related description/cpe/reference
CVE-2024-5493,2024-05-30T23:15:48.283,2024,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Heap buffer overflow in WebRTC in Google Chrome prior to 125.0.6422.141 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:canonical:ubuntu_linux:22.04:*:*:*:lts:*:*:*; cpe:2.3:o:fedoraproject:fedora:39:*:*:*:*:*:*:*; cpe:2.3:o:fedoraproject:fedora:40:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2025-10501,2025-09-24T17:15:39.100,2025,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,Use after free in WebRTC in Google Chrome prior to 140.0.7339.185 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:macos:-:*:*:*:*:*:*:*; cpe:2.3:o:linux:linux_kernel:-:*:*:*:*:*:*:*; cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2025-13020,2025-11-11T16:15:39.097,2025,HIGH,8.8,WebRTC,Client / Browser,Client/browser weakness,"Use-after-free in the WebRTC: Audio/Video component. This vulnerability affects Firefox < 145, Firefox ESR < 140.5, Thunderbird < 145, and Thunderbird < 140.5.",cpe:2.3:a:mozilla:firefox:*:*:*:*:esr:*:*:*; cpe:2.3:a:mozilla:firefox:*:*:*:*:-:*:*:*,rtc-related description/cpe/reference
CVE-2025-13639,2025-12-02T19:15:48.623,2025,HIGH,8.1,WebRTC,Client / Browser,Client/browser weakness,Inappropriate implementation in WebRTC in Google Chrome prior to 143.0.7499.41 allowed a remote attacker to perform arbitrary read/write via a crafted HTML page. (Chromium security severity: Low),cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:linux:linux_kernel:-:*:*:*:*:*:*:*; cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*; cpe:2.3:o:apple:macos:-:*:*:*:*:*:*:*; cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*,rtc-related description/cpe/reference
CVE-2025-14321,2025-12-09T16:17:39.410,2025,CRITICAL,9.8,WebRTC,Client / Browser,Client/browser weakness,"Use-after-free in the WebRTC: Signaling component. This vulnerability affects Firefox < 146, Firefox ESR < 140.6, Thunderbird < 146, and Thunderbird < 140.6.",cpe:2.3:a:mozilla:firefox:*:*:*:*:esr:*:*:*; cpe:2.3:a:mozilla:firefox:*:*:*:*:-:*:*:*; cpe:2.3:a:mozilla:thunderbird:*:*:*:*:esr:*:*:*; cpe:2.3:a:mozilla:thunderbird:*:*:*:*:-:*:*:*,rtc-related description/cpe/reference
CVE-2025-68274,2025-12-16T22:15:50.830,2025,HIGH,7.5,SIP,Client / Browser,Client/browser weakness,"SIPGO is a library for writing SIP services in the GO language. Starting in version 0.3.0 and prior to version 1.0.0-alpha-1, a nil pointer dereference vulnerability is in the SIPGO library's `NewResponseFromRequest` function that affects all normal SIP operations. The vulnerability allows remote attackers to crash any SIP application by sending a single malformed SIP request without a To header. The vulnerability occurs when SIP message parsing succeeds for a request missing the To header, but the response creation code assumes the To header exists without proper nil checks. This affects routine operations like call setup, authentication, and message handling - not just error cases. This vulnerability affects all SIP applications using the sipgo library, not just specific configurations or edge cases, as long as they make use of the `NewResponseFromRequest` function. Version 1.0.0-alpha-1 contains a patch for the issue.",cpe:2.3:a:emiago:sipgo:*:*:*:*:*:go:*:*,rtc-related description/cpe/reference
